01_ShAG19970727T2-20	šād īt'ege jododollo šobol'ānund'e.”	šā-d īt'e-ge jododo-llo šobol'ā-nun-d'e.”	tree-GEN tip-LOC wrap:DETR-SS.SEQ cease-HBT-IND.INTR.1SG	шаад иичэгэ йододолло шобольаанундьэ».	Я кручусь вокруг вершины дерева и останавливаюсь».	I whirl around a treetop and stop.”	梢で回って止まってしまう」	1(1.15)
01_ShAG19970727T2-21	tamun, “šāl, tetek jō t'andelūl'elul.”	tamun, “šāl, tet-ek jō t'andelū-l'el-u-l.”	DST tree 2SG-FOC INTJ be.strong-INFR-E-SF	Тамун: «Шаал, тэтэк йоо чандэлуульэлул».	Она сказала: «Дерево, это ты сильное».	He said, “Tree, you are the one who is strong.”	それは（言った）、「木よ、おまえこそが強い」	2(1.16)
01_ShAG19970727T2-22	šāl moni, “met el_t'andelit'e.	šāl mon-i, “met el=t'andeli-t'e.	tree say-IND.INTR.3SG 1SG NEG=be.strong-IND.INTR.1SG	Шаал мони: «Мэт эл чандэличэ,	Дерево сказало: «Я не сильное.	The tree said, “I am not strong.	木は言った、「わたしは強くない。	2(1.17)
01_ShAG19970727T2-23	šoromo metkele t'inenunnum.”	šoromo met-kele t'ine-nunnu-m.”	person 1SG-ACC chop-HBT-IND.TR.3SG	шоромо мэткэлэ чинэнуннум».	Человек меня рубит».	Man fells me.”	人間がわたしを切り倒してしまう」	2(1.17)
01_ShAG19970727T2-24	tamun moni, “šoromo, tetek jō t'andelūl'elul.”	tamun mon-i, “šoromo, tet-ek jō t'andelū-l'el-u-l.”	DST say-IND.INTR.3SG person 2SG-FOC INTJ be.strong-INFR-E-SF	Тамун мони: «Шоромо, тэтэк йоо чандэлуульэлул».	Она сказала: «Человек, это ты сильный».	He said, “Man, you are the one who is strong.”	それは言った、「人間よ、おまえこそが強い」	2(1.18)
01_ShAG19970727T2-25	šoromo moni, “met el_t'andelit'e.	šoromo mon-i, “met el=t'andeli-t'e.	person say-IND.INTR.3SG 1SG NEG=be.strong-IND.INTR.1SG	Шоромо мони: «Мэт эл чандэличэ,	Человек сказал: «Я не сильный.	Man said, “I am not strong.	人間は言った、「わたしは強くない。	2(1.19)
01_ShAG19970727T2-26	smier metkele kudediennum.”	smier met-kele kudedie-nnu-m.”	death(Rus.) 1SG-ACC kill-HBT-IND.TR.3SG	смиэр мэткэлэ кудэдиэннум».	Смерть меня убивает».	Death kills me.”	死がわたしを殺してしまう」	2(1.19)
01_ShAG19970727T2-27	vsë!	vsë!	all(Rus.)	Всё!	Всё!	That is all!	おしまい！	2(1.2)
01_ShAG19970727T2-28	kakoj_malen'kij_da?	kakoj_malen'kij_da?	so.small.huh?(Rus.)	Какой маленький, да?	Какой маленький, да?	So small, huh?	すごく短いでしょ？	2(1.2)
02_ShAG19970808T1-1	punnume modol'elŋi, pulut teriken'e.	punnume modo-l'el-ŋi, pulut terike-n'e.	neighbor sit-INFR-PL:IND.INTR.3 old.man old.woman-COM	Пуннумэ модольэлӈи, пулут тэрикэньэ.	Люди жили, старик со старухой.	People lived, an old man and his old wife.	人々が暮らしていた、おじいさんとおばあさんが。	3(2.1)
02_ShAG19970808T1-2	irkin martl'uön'āl'elŋi.	irkin martl'uö-n'ā-l'el-ŋi.	one daughter-PROP-INFR-PL:IND.INTR.3	Иркин мартльуѳньаальэлӈи.	У них была одна дочь.	They had one daughter.	彼らには娘が１人いた。	3(2.2)
02_ShAG19970808T1-3	taŋ titte martl'uögele ködielŋin tadil'elŋā, terikedōn.	taŋ titte martl'uö-gele ködiel-ŋin tadi-l'el-ŋā, terike-d-ōn.	DST.ATTR 3PL:GEN daughter-ACC wolf-DAT give-INFR-PL:IND.TR.3 old.woman-POSS.3-ESS	Таӈ титтэ мартльуѳгэлэ кѳдиэлӈин тадильэлӈаа, тэрикэдоон.	Эту дочь выдали замуж за волка.	They got her married to a wolf.	彼らはその自分たちの娘を狼に嫁にやった。	3(2.3)
02_ShAG19970808T1-4	al_qamun l'elge, t'āje l'ege modol'el.	al=qamun l'e-l-ge, t'ā-je l'e-ge modo-l'el-0.	NEG=how.many exist-AN-LOC be.few-JPTCP that.one-LOC sit-INFR(-IND.INTR.3SG)	Ал хамун льэлгэ, чаайэ льэгэ модольэл,	Волк жил у них некоторое время, немного.	The wolf lived with them for some time, not too long.	狼はいくらかの間、少しの間暮らした。	3(2.4)
02_ShAG19970808T1-5	alys žadnaŋōl'el.	alys žadnaŋō-l'el-0.	very be.greedy-INFR(-IND.INTR.3SG)	алыс жаднаӈоольэл.	Он был очень жадный.	He was very greedy.	とても食いしん坊だった。	3(2.4)
02_ShAG19970808T1-6	mīd'īpede igejegele t'umu lewl'elum.	mīd'ī-pe-de igeje-gele t'umu lew-l'el-u-m.	sledge-PL-POSS.3:GEN string-ACC all eat-INFR-E-IND.TR.3SG	Миидьиипэдэ игэйэгэлэ чуму лэульэлум.	Он съел даже верёвку от их нарты.	He ate all the rope of their sledge.	彼らの橇の縄まで食べてしまった。	3(2.5)
02_ShAG19970808T1-7	tamungele numeget ugutejl'elŋā.	tamun-gele nume-get ugutej-l'el-ŋā.	DST-ACC house-ABL go.out:CAUS:PFV-INFR-PL:IND.TR.3	Тамунгэлэ нумэгэт угутэйльэлӈаа.	Они выгнали его из дома.	So, they drove him out of the house.	彼らはそれを家から追い出した。	3(2.6)
02_ShAG19970808T1-8	tāt arnūjādie, arnūjādieŋin tadil'elŋā.	tāt arnūjā-die, arnūjā-die-ŋin tadi-l'el-ŋā.	ANPH:ADV wolverine-DIM wolverine-DIM-DAT give-INFR-PL:IND.TR.3	Таат арнууйаадиэ, арнууйаадиэӈин тадильэлӈаа.	И выдали дочь за росомаху.	And they got their daughter married to a wolverine.	そして彼らはクズリに娘を嫁にやった。	3(2.7)
02_ShAG19970808T1-9	arnūjādie nutnejegi ped'en'egi.	arnūjā-die nutneje-gi ped'e-n'e-gi.	wolverine-DIM navel-POSS.3 smell-PROP-POSS.3	Арнууйаадиэ нутнэйэги пэдьэньэги.	У росомахи пупок вонючий.	The wolverine's navel was stinking.	クズリは臍が臭かった。	3(2.8)
02_ShAG19970808T1-10	d'e tamungele āj ugutejl'elŋā.	d'e tamun-gele āj ugutej-l'el-ŋā.	INTJ DST-ACC again go.out:CAUS:PFV-INFR-PL:IND.TR.3	Дьэ тамунгэлэ аай угутэйльэлӈаа.	Выгнали её тоже.	So, they drove him out too.	彼らはそれも追い出した。	3(2.9)
02_ShAG19970808T1-11	taŋdiet qanāl'elŋi, arnūjādie peššejdele.	taŋdiet qanā-l'el-ŋi, arnūjā-die peššej-dele.	then roam.away-INFR-PL:IND.INTR.3 wolverine-DIM throw:PFV-SS.SEQ	Таӈдиэт ханаальэлӈи, арнууйаадиэ пэшшэйдэлэ.	Они уехали, бросив росомаху.	They went away, leaving the wolverine behind.	彼らは出発した、クズリを捨てて。	3(2.1)
02_ShAG19970808T1-12	arnūjādie tudid'iede ohōt pon'ōj.	arnūjā-die tudid'ie=de ohō-t pon'ō-j.	wolverine-DIM 3SG:INTNS=EMPH stand-SS remain-IND.INTR.3SG	Арнууйаадиэ тудидьэ дэ оҕоот поньоой.	Росомаха одна осталась стоять.	The wolverine remained, standing there alone.	クズリはひとりっきりで残って立っていた。	3(2.11)
02_ShAG19970808T1-13	tātl'elle tā jaqtāj, “omnī metkele noŋōn erielieŋā?	tātl'elle tā jaqtā-j, “omnī met-kele noŋōn erielie-ŋā?	then DST.LOC sing:INCH-IND.INTR.3SG people 1SG-ACC why dislike:INCH-PL:IND.TR.3	Таат льэллэ таа йахтаай: «Омнии мэткэлэ ноӈоон эриэлиэӈаа?	И она запела: «Люди меня почему ненавидят?».	And he began to sing, “Why do people hate me?	それから歌い出した、「人々はわたしをなぜ嫌いになったのだろうか？	3(2.12)
02_ShAG19970808T1-14	met nutneje ped'en'ege erielienuŋā.”	met nutneje ped'e-n'e-ge erielie-nu-ŋā.”	1SG navel smell-PROP-LOC dislike:INCH-IPFV-PL:IND.TR.3	Мэт нутнэйэ пэдьэньэгэ эриэлиэнуӈаа».	Мой пупок вонючий, поэтому ненавидят	My navel is stinking, so they hate me.”	わたしの臍が臭いから人々はわたしを嫌うのだ」	3(2.12)
02_ShAG19970808T1-15	tātl'elle pukel'ege el_t'uget'uön kebet'.	tātl'elle pukel'e-ge el=t'uge-t'uön kebe-t'.	then snow-LOC NEG=track-ABES leave:PFV-IND.INTR.3SG	Таат льэллэ пукэльэгэ эл чугэчуѳн кэбэч.	И она пошла по снегу, где не было тропинки.	And he went over to the snow; there was no footpath.	それから雪の上を道のないところを出発した。	3(2.13)
02_ShAG19970808T1-16	kebejdele moni, “pukel'e, tetek jō t'andelūl'elul.”	kebej-dele mon-i, “pukel'e, tet-ek jō t'andelū-l'el-u-l.”	leave:PFV-SS.SEQ say-IND.INTR.3SG snow 2SG-FOC INTJ be.strong-INFR-E-SF	Кэбэйдэлэ мони: «Пукэльэ, тэтэк йоо чандэлуульэлул».	Она пошла и сказала: «Снег, это ты сильный».	He said, “Snow, you are the one who is strong.”	出発して言った、「雪よ、おまえこそが強い」	3(2.14)
02_ShAG19970808T1-17	pukel'e moni, “met el_t'andelit'e.	pukel'e mon-i, “met el=t'andeli-t'e.	snow say-IND.INTR.3SG 1SG NEG=be.strong-IND.INTR.1SG	Пукэльэ мони: «Мэт эл чандэличэ,	Снег сказал: «Я не сильный.	The snow said, “I am not strong.	雪は言った、「わたしは強くない。	3(2.15)
02_ShAG19970808T1-18	metkele ileje šarnunnum.”	met-kele ileje šar-nunnu-m.”	1SG-ACC wind cover-HBT-IND.TR.3SG	мэткэлэ илэйэ шарнуннум».	Ветер сильнее меня».	The wind is stronger than I.”	風がわたしよりも強い」	3(2.15)
02_ShAG19970808T1-19	tāt, “ileje, tetek jō t'andelūl'elul.”	tāt, “ileje, tet-ek jō t'andelū-l'el-u-l.”	ANPH:ADV wind 2SG-FOC INTJ be.strong-INFR-E-SF	Таат: «Илэйэ, тэтэк йоо чандэлуульэлул».	Так росомаха сказала: «Ветер, это ты сильный».	So, the wolverine said, “Wind, you are the one who is strong.”	すると（クズリは言った）、「風よ、おまえこそが強い」	4(2.16)
02_ShAG19970808T1-20	ileje moni, “met el_t'andelit'e.	ileje mon-i, “met el=t'andeli-t'e.	wind say-IND.INTR.3SG 1SG NEG=be.strong-IND.INTR.1SG	Илэйэ мони: «Мэт эл чандэличэ,	Ветер сказал: «Я не сильный.	The wind said, “I am not strong.	風は言った、「わたしは強くない。	4(2.17)
02_ShAG19970808T1-21	met šād īt'ege jododollo šobol'ānund'e.”	met šā-d īt'e-ge jododo-llo šobol'ā-nun-d'e.”	1SG tree-GEN tip-LOC wrap:DETR-SS.SEQ cease-HBT-IND.INTR.1SG	мэт шаад иичэгэ йододолло шобольаанундьэ».	Я кручусь вокруг вершины дерева и останавливаюсь».	I whirl around a treetop and stop.”	わたしは梢で回って止まってしまう」	4(2.17)
02_ShAG19970808T1-22	tamunge tāt tudel moni, “šāl, tetek jō t'andelūl'elul.”	tamun-ge tāt tudel mon-i, “šāl, tet-ek jō t'andelū-l'el-u-l.”	DST-LOC ANPH:ADV 3SG say-IND.INTR.3SG tree 2SG-FOC INTJ be.strong-INFR-E-SF	Тамунгэ таат тудэл мони: «Шаал, тэтэк йоо чандэлуульэлул».	Тогда она сказала: «Дерево, это ты сильное».	Then, he said, “Tree, you are the one who is strong.”	すると彼は言った、「木よ、おまえこそが強い」	4(2.18)
02_ShAG19970808T1-23	šāl moni, “met el_t'andelit'e.	šāl mon-i, “met el=t'andeli-t'e.	tree say-IND.INTR.3SG 1SG NEG=be.strong-IND.INTR.1SG	Шаал мони: «Мэт эл чандэличэ,	Дерево сказало: «Я не сильное.	The tree said, “I am not strong.	木は言った、「わたしは強くない。	4(2.19)
02_ShAG19970808T1-24	šoromo metkele t'inenunnum.”	šoromo met-kele t'ine-nunnu-m.”	person 1SG-ACC chop-HBT-IND.TR.3SG	шоромо мэткэлэ чинэнуннум».	Человек меня рубит».	Man fells me.”	人間がわたしを切り倒してしまう」	4(2.19)
02_ShAG19970808T1-25	tāt, “šoromo, tetek jō t'andelūl'elul.”	tāt, “šoromo, tet-ek jō t'andelū-l'el-u-l.”	ANPH:ADV person 2SG-FOC INTJ be.strong-INFR-E-SF	Таат: «Шоромо, тэтэк йоо чандэлуульэлул».	Тогда росомаха сказала: «Человек, это ты сильный».	Then, the wolverine said, “Man, you are the one who is strong.”	するとクズリは言った、「人間よ、おまえこそが強い」	4(2.2)
02_ShAG19970808T1-26	šoromo moni, “met el_t'andelit'e.	šoromo mon-i, “met el=t'andeli-t'e.	person say-IND.INTR.3SG 1SG NEG=be.strong-IND.INTR.1SG	Шоромо мони: «Мэт эл чандэличэ,	Человек сказал: «Я не сильный.	The man said, “I am not strong.	人間は言った、「わたしは強くない。	4(2.21)
02_ShAG19970808T1-27	smier metkele kudediennum.”	smier met-kele kudedie-nnu-m.”	death(Rus.) 1SG-ACC kill-HBT-IND.TR.3SG	смиэр мэткэлэ кудэдиэннум».	Смерть меня убивает».	Death kills me.”	死がわたしを殺してしまう」	4(2.21)
02_ShAG19970808T1-28	n'ādude.	n'ādude.	that's.enough	Ньаадудэ,	Хватит.	That's enough.	ここまで。	4(2.22)
02_ShAG19970808T1-29	taŋdelme t'emiet'.	taŋdelme t'emie-t'.	meanwhile end:PFV-IND.INTR.3SG	таӈдэлмэ чэмиэч.	На этом конец.	This is the end.	これでおしまい。	4(2.22)
03_ShAG20021022T1-1	omnī modol'elŋi.	omnī modo-l'el-ŋi.	people sit-INFR-PL:IND.INTR.3	Омнии модольэлӈи.	Люди жили.	People lived.	人々が暮らしていた。	5(3.1)
03_ShAG20021022T1-2	pulundie teriken'e modoŋi.	pulun-die terike-n'e modo-ŋi.	old.man-DIM old.woman-COM sit-PL:IND.INTR.3	Иркин март... пулундиэ тэрикэньэ модоӈи,	Старик со старухой жили.	There lived an old man and his wife.	おじいさんとおばあさんが暮らしていた。	5(3.2)
03_ShAG20021022T1-3	irkin martl'uön'eŋi.	irkin martl'uö-n'e-ŋi.	one daughter-PROP-PL:IND.INTR.3	иркин мартльуѳньэӈи.	У них была одна дочь.	They had one daughter.	彼らには娘が１人いた。	5(3.2)
03_ShAG20021022T1-4	tamun arnūjādiele, ködiele, ködiele teriketl'el, terikešŋā.	tamun arnūjā-die-le, ködiel-e, ködiel-e terike-t-l'el-0, terike-š-ŋā.	DST wolverine-DIM-INS wolf-INS wolf-INS old.woman-PROP.INCH-INFR(-IND.INTR.3SG) old.woman-PROP.CAUS-PL:IND.TR.3	Тамун арнууйаадиэлэ... кѳдиэлэ, кѳдиэлэ тэрикэтльэл, тэрикэшӈаа,	Они поженили волка.	They made a wolf marry her.	狼を結婚させた。	5(3.3)
03_ShAG20021022T1-5	titte martl'uögele ködielŋin tadiŋā.	titte martl'uö-gele ködiel-ŋin tadi-ŋā.	3PL:GEN daughter-ACC wolf-DAT give-PL:IND.TR.3	титтэ мартльуѳгэлэ кѳдиэлӈин тадиӈаа.	Выдали замуж свою дочь за волка.	They got their daughter married to the wolf.	彼らの娘を狼にやった。	5(3.3)
03_ShAG20021022T1-6	ködiel n'eqaŋide n'elemele el_ket'īnuj.	ködiel n'eqaŋide n'eleme-le el=ket'ī-nu-j.	wolf INDF:where INDF:what-INS NEG=bring-IPFV-IND.INTR.3SG	Кѳдиэл ньэ хаӈидэ ньэ лэмэлэ ньэ...эл кэчиинуй.	А волк никуда ничего не приносил.	But the wolf didn't bring anything anywhere.	狼はどこへも食べ物も何も持ってこなかった。	5(3.4)
03_ShAG20021022T1-7	tudel'ege, mīd'ī igejegele t'umu lewl'elum.	tudel'e-ge, mīd'ī igeje-gele t'umu lew-l'el-u-m.	3SG:SUBST-LOC sledge string-ACC all eat-INFR-E-IND.TR.3SG	Тудэ льэгэ... миидьии игэйэгэлэ чуму лэульэлум.	Он съел даже верёвку нарты.	He ate up the rope of the sledge.	橇の縄まで食べてしまった。	5(3.5)
03_ShAG20021022T1-8	žadnaŋōdegen tāt peššejl'elŋā.	žadnaŋō-de-gen tāt peššej-l'el-ŋā.	be.greedy-POSS.3-PROL ANPH:ADV throw:PFV-INFR-PL:IND.TR.3	Жаднаӈоодэгэн таат пэшшэйльэлӈаа.	Они бросили волка, потому что он был жадный.	She left the wolf because he was greedy.	狼がいやしかったので、捨ててしまった。	5(3.6)
03_ShAG20021022T1-9	peššejl'elŋā.	peššej-l'el-ŋā.	throw:PFV-INFR-PL:IND.TR.3	Пэшшэйльэлӈаа,	Бросили,	They abandoned him,	狼を捨てた、	5(3.7)
03_ShAG20021022T1-10	ugutejl'elŋā, numeget.	ugutej-l'el-ŋā, nume-get.	go.out:CAUS:PFV-INFR-PL:IND.TR.3 house-ABL	угутэйльэлӈаа, нумэгэт.	выгнали его из дома.	Drove him out of the house.	追い出した、家から。	5(3.7)
03_ShAG20021022T1-11	tāt arnūjādieŋin qoll'el.	tāt arnūjā-die-ŋin qol-l'el-0.	ANPH:ADV wolverine-DIM-DAT go-INFR(-IND.INTR.3SG)	Таат арнууйаадиэӈин холльэл.	Потом дочь вышла замуж за росомаху.	Then their daughter got married to a wolverine.	そして娘はクズリのところへ嫁に行った。	5(3.8)
03_ShAG20021022T1-12	arnūjādie nutnejegi naqā ped'en'ej.	arnūjā-die nutneje-gi naqā ped'e-n'e-j.	wolverine-DIM navel-POSS.3 very smell-PROP-IND.INTR.3SG	Арнууйаадиэ нутнэйэги нахаа пэдьэньэй.	У росомахи пупок очень вoнючий.	The wolverine's navel was stinking very much.	クズリは臍がとても臭かった。	5(3.9)
03_ShAG20021022T1-13	tamun, tamun ped'edegen, nutneje ped'edegen ugutejl'elŋā.	tamun, tamun ped'e-de-gen, nutneje ped'e-de-gen ugutej-l'el-ŋā.	DST DST smell-POSS.3-PROL navel smell-POSS.3-PROL go.out:CAUS:PFV-INFR-PL:IND.TR.3	Тамун, тамун пэдьэдэгэн, нутнэйэ пэдьэдэгэн угутэйльэлӈаа.	Выгнали росомаху из-за запаха от её пупка.	They drove the wolverine away because of the smell of his navel.	その臭いのせいで、臍の臭いのせいで、クズリを追い出した。	5(3.1)
03_ShAG20021022T1-14	taŋdiet kudelelle kebejŋi.	taŋdiet kudele-lle kebej-ŋi.	then prepare-SS.SEQ leave:PFV-PL:IND.INTR.3	Таӈдиэт кудэлэллэ кэбэйӈи.	Потом они собрались и уехали.	Then, they packed up and left.	そして彼らは支度して、去った。	5(3.11)
03_ShAG20021022T1-15	kebejŋi taŋdiet.	kebej-ŋi taŋdiet.	leave:PFV-PL:IND.INTR.3 then	Кэбэйӈи таӈдиэт,	Уехали, в конце концов	They left, after all.	去った、ついに	5(3.12)
03_ShAG20021022T1-16	omnī kebejŋi.	omnī kebej-ŋi.	people leave:PFV-PL:IND.INTR.3	омнии кэбэйӈи.	люди уехали.	People left.	人々は去ってしまった。	5(3.12)
03_ShAG20021022T1-17	arnūjādie tudid'ie ohōt pon'ōj.	arnūjā-die tudid'ie ohō-t pon'ō-j.	wolverine-DIM 3SG:INTNS stand-SS remain-IND.INTR.3SG	Арнууйаадиэ тудидьиэ оҕоот поньоой.	Росомаха одна осталась стоять.	The wolverine remained standing alone.	クズリはひとりで残って立っていた。	5(3.13)
03_ShAG20021022T1-18	“omnī metkele noŋōn erielieŋā?	“omnī met-kele noŋōn erielie-ŋā?	people 1SG-ACC why dislike:INCH-PL:IND.TR.3	«Омнии мэткэлэ ноӈоон эриэлиэӈаа?	«Люди меня почему ненавидят?	“Why do people hate me?	「人々はわたしをなぜ嫌いになったのだろうか？	5(3.14)
03_ShAG20021022T1-19	met nutneje ped'en'ege erielienuŋā.”	met nutneje ped'e-n'e-ge erielie-nu-ŋā.”	1SG navel smell-PROP-LOC dislike:INCH-IPFV-PL:IND.TR.3	Мэт нутнэйэ пэдьэньэгэ эриэлиэнуӈаа».	Мой пупок вонючий, поэтому ненавидят».	My navel is stinking, so they hate me.”	わたしの臍が臭いから人々は（わたしを）嫌うのだ。	5(3.14)
03_ShAG20021022T1-20	taŋdiet kebejŋi.	taŋdiet kebej-ŋi.	then leave:PFV-PL:IND.INTR.3	Таӈдиэт кэбэйӈи.	Люди в конце концов уехали.	After all, people went away.	人々はついに去った。	5(3.15)
03_ShAG20021022T1-21	tudel āj kebet'.	tudel āj kebe-t'.	3SG again leave:PFV-IND.INTR.3SG	Тудэл аай кэбэч.	Она тоже ушла.	He left too.	彼も出発した。	6(3.16)
03_ShAG20021022T1-22	nojgi korotkij.	noj-gi korotkij.	leg-POSS.3 short(Rus.)	Нойги короткий,	Её ноги короткие.	His legs were short.	彼の足は短い。	6(3.17)
03_ShAG20021022T1-23	pukel'e t'eginmōj.	pukel'e t'eginmō-j.	snow be.deep-IND.INTR.3SG	пукэльэ чэгинмоой,	Снег глубокий.	Snow was deep.	雪は深い。	6(3.17)
